"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","photos/61","photos/62","photos/63","photos/64","photos/65","photos/66","photos/67","photos/68","price","url","yearBuilt"
"Seattle",,,"WA","513 Maynard Ave S #404",,"98104","1","1","USD","1 bed 1 bath Apartment for rent in International District. 
Walking distance to restaurants, shops & bus stops. 
-Approximately 500 sqft
-1 bed 1 bath
- WSG included 

First & deposit for move in. 

Please call for more information.","47.597909","500","-122.325278","https://photos.zillowstatic.com/p_f/ISblealgml9b471000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8jwsu0m6p671000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fcy2aid1e471000000000.jpg","https://photos.zillowstatic.com/p_f/IS72hkaowdyr671000000000.jpg","https://photos.zillowstatic.com/p_f/ISzve8shs5qu671000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8amk3e5tg471000000000.jpg","https://photos.zillowstatic.com/p_f/ISrpcw9boxhx671000000000.jpg","https://photos.zillowstatic.com/p_f/ISn28a2x9xkj471000000000.jpg","https://photos.zillowstatic.com/p_f/ISfw5yjq5pcm471000000000.jpg","https://photos.zillowstatic.com/p_f/ISjjakr4kp90771000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1100","https://www.zillow.com/homedetails/513-Maynard-Ave-S-404-Seattle-WA-98104/2077763408_zpid/",
"Seattle",,,"WA","37th Ave SW",,"98126","1","1","USD","Located in the quiet Admiral district of West Seattle, only a couple of blocks away from the Admiral Viewpoint, this quaint 1930's craftsman style detached mother-in-law apartment has much to offer. Newer paint, newer carpets, programmable electric baseboard heating. Lots of windows provide natural lighting through all hours of the day. A wood burning stove will keep you cozy on winter nights. Enjoy a book on your private deck/patio. 
You will have your own private entrance. Also you will be provided with storage in a shared garage. 
Shared laundry room in the main house on the property. 

Contact to schedule a viewing!

Responsible for 1/3 W/S/G shared with main house. Separate electric bill
No pets.
No smoking.
Parking on street.","47.57925","600","-122.37808","https://photos.zillowstatic.com/p_f/IS66wm18vyhozb0000000000.jpg","https://photos.zillowstatic.com/p_f/ISqtry0vmi1uzb0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbley3bd912bu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISap9tbfy4s5mc0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fcml491t4bu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8aa3y4tk7bu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISn28ykr0lcabu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjrgamhhh9zau0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfw5m2lwc4dbu0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7q3akes4wfbu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzj1y18ownibu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdzlj1koflbu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISj7x91vfg7obu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb1vxiob8zqbu0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3vsl0i70rtbu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvoq9ib3siwbu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnioxz4zjazbu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcmlhyub22cu0000000000.jpg","https://photos.zillowstatic.com/p_f/IS76k9zrq3u4cu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzhxglmvl7cu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtflyeindacu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjnd9g8ef5dcu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhbxx1a7xfcu0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1300","https://www.zillow.com/homedetails/37th-Ave-SW-Seattle-WA-98126/2087169270_zpid/",
"Seattle",,,"WA","5729 S Bangor St",,"98178","2","3","USD","Feels Like Home the Moment You Walk In - This house has been lovingly maintained & restored w/ details that will highlight the modern charm while retaining the comfort. The fully updated kitchen features SS appliances, granite countertops, a built-in cooktop and plenty of cabinets for storage. Gleaning hardware floors throughout. Tons of light pours in from the windows to allow brightness all day. Attached garage and covered car port. A private, fenced backyard extends the living space outdoors. Close to grocery stores, shops and restaurants, Lakeridge Park, Lakeridge Playground and Chinook Beach Park.

Pets allowed on case by case basis with owner approval.

Rental Requirements:
Minimum Credit Score 600
Minimum Income 3x's Rent

Property Mgr: Dmitry Yusim
Property Status: Available

#2110

(RLNE6117334)","47.505907","2020","-122.26001","https://photos.zillowstatic.com/p_f/ISfk45vaf8fjk91000000000.jpg","https://photos.zillowstatic.com/p_f/ISjffte70dk5k91000000000.jpg","https://photos.zillowstatic.com/p_f/ISnygegcbbdxn91000000000.jpg","https://photos.zillowstatic.com/p_f/ISfse2y57350o91000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9dhw0w4c8k91000000000.jpg","https://photos.zillowstatic.com/p_f/IS33b5eurw3bk91000000000.jpg","https://photos.zillowstatic.com/p_f/ISvw8tvnnovdk91000000000.jpg","https://photos.zillowstatic.com/p_f/IS7mcqfz2vw2o91000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfaexsymo5o91000000000.jpg","https://photos.zillowstatic.com/p_f/ISnq6hdhjgngk91000000000.jpg","https://photos.zillowstatic.com/p_f/IS7e2tc4b07mk91000000000.jpg","https://photos.zillowstatic.com/p_f/ISz70hux6syok91000000000.jpg","https://photos.zillowstatic.com/p_f/ISr1y4cr2kqrk91000000000.jpg","https://photos.zillowstatic.com/p_f/ISjvvstkybiuk91000000000.jpg","https://photos.zillowstatic.com/p_f/ISbptgbeu3axk91000000000.jpg","https://photos.zillowstatic.com/p_f/IS3jr4t7qv10l91000000000.jpg","https://photos.zillowstatic.com/p_f/ISvcpsa1mnt2l91000000000.jpg","https://photos.zillowstatic.com/p_f/ISn6ngsuhfl5l91000000000.jpg","https://photos.zillowstatic.com/p_f/ISf0l4aod7d8l91000000000.jpg","https://photos.zillowstatic.com/p_f/IS7uisrh9z4bl91000000000.jpg","https://photos.zillowstatic.com/p_f/ISr982fmueg8o91000000000.jpg","https://photos.zillowstatic.com/p_f/ISj36qwfq68bo91000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx3ee9myzdo91000000000.jpg","https://photos.zillowstatic.com/p_f/IS3r12w2iqrgo91000000000.jpg","https://photos.zillowstatic.com/p_f/ISvkzpdwdijjo91000000000.jpg","https://photos.zillowstatic.com/p_f/ISnexdvp9abmo91000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8v1dj523po91000000000.jpg","https://photos.zillowstatic.com/p_f/IS72tpuc1uuro91000000000.jpg","https://photos.zillowstatic.com/p_f/ISzvqdc6xlmuo91000000000.jpg","https://photos.zillowstatic.com/p_f/ISrpo1uzsdexo91000000000.jpg","https://photos.zillowstatic.com/p_f/ISjjmpbto560p91000000000.jpg","https://photos.zillowstatic.com/p_f/ISbdkdtmkxx2p91000000000.jpg","https://photos.zillowstatic.com/p_f/IS37i1bggpp5p91000000000.jpg","https://photos.zillowstatic.com/p_f/ISv0gps9chh8p91000000000.jpg","https://photos.zillowstatic.com/p_f/ISnudda3899bp91000000000.jpg","https://photos.zillowstatic.com/p_f/ISfob1sw311ep91000000000.jpg","https://photos.zillowstatic.com/p_f/IS7i9p9qzssgp91000000000.jpg","https://photos.zillowstatic.com/p_f/ISzb7drjvkkjp91000000000.jpg","https://photos.zillowstatic.com/p_f/ISr5519drccmp91000000000.jpg","https://photos.zillowstatic.com/p_f/ISjz2pq6n44pp91000000000.jpg","https://photos.zillowstatic.com/p_f/ISbt0d80jwvrp91000000000.jpg","https://photos.zillowstatic.com/p_f/IS3ny0qteonup91000000000.jpg","https://photos.zillowstatic.com/p_f/ISvgwo7nagfxp91000000000.jpg","https://photos.zillowstatic.com/p_f/ISnaucpg6870q91000000000.jpg","https://photos.zillowstatic.com/p_f/ISf4s07a20z2q91000000000.jpg","https://photos.zillowstatic.com/p_f/IS7ypoo3yrq5q91000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrnc6xtji8q91000000000.jpg","https://photos.zillowstatic.com/p_f/ISrll0oqpbabq91000000000.jpg",,,,,,,,,,,,,,,,,,,,,,"2595","https://www.zillow.com/homedetails/5729-S-Bangor-St-Seattle-WA-98178/49131207_zpid/","1960"
"Seattle",,,"WA","5430 California Ave SW APT 2B",,"98136","1","1","USD","Beautiful West Seattle Condo ready for moving in. 1BR/1BA 660 Sq Ft Unit very close to bus stop, minutes to downtown Seattle, I-5, Highway 99, and the malls. A 5-minute walk to West Seattle Junction that offers plenty of restaurants, bars, and shopping choices. If interested and would like to view the property, please send text to Jenet at

Tenants only responsible for electricity and gas. HOA Policy requires us to add a on time Move-in nonrefundable fee of $200 to the lease. Pets are allowed for a monthly fee of $30 per month per animal.","47.552922","654","-122.386614","https://photos.zillowstatic.com/p_f/ISm2oyzbofakwn0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1850","https://www.zillow.com/homedetails/5430-California-Ave-SW-APT-2B-Seattle-WA-98136/2141176734_zpid/","2001"
"Seattle",,,"WA","206 22nd Ave #A",,"98122","3","3","USD","To schedule a showing please contact Leasing Agent Michelle Campbell at *206*394*5028 or by email at michellecampbell (AT) windermere.com.

Avail 11/1
2016 Build-Open Kitchen & living room on main floor with high ceilings is great for entertaining. Designer kitchen, stainless steel appliances and hardwoods.Entire property has GREAT natural light! Two BR's on top floor & 3rd BR or Flex space & Full Bath on entry level. Sun high above the neighborhood on your private roof deck w/ city view or keep cool with two mini split ac units. Grill outdoors on your patio (gas). GARAGE PARKING & storage! Pets OK w/$500 pet dep.

Terms: 1st month's rent, security deposit (= to one month's rent), 12-month lease. Non-smoking. Pets case by case and subject to restriction. $42 non-ref fee paid to 3rd party by each 18+ y/o applicant. We do not accept portable screening reports. Listing Agent: David Drake. If you are a Licensed Agent, please consult the MLS for showing instructions and then contact the listing agent if you have further questions. All information deemed reliable, tenant to verify. If this home is currently tenant occupied please allow 24 hours for an appointment to view. Due to the safety of our Brokers and the ability to fully see the property, it is our company policy that we do not show after dark. Thank you for your understanding.","47.603779","1665","-122.303483","https://photos.zillowstatic.com/p_f/ISb1f9t7x0e03f1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2s19gtigcja0000000000.jpg","https://photos.zillowstatic.com/p_f/ISz7w9el77t0kp0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3zj9wwpm2h1k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnmflvjh6mm1k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr1uxve3zk3kp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb569afth2ykp0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7avkqi8dxblp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfgxw8pcl59lp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrhaxas1yiskp0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3z3xr8p9u0lp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtzc99hzte0q1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7qn5ab286y6i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrlxxda89jjtr1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrlprv9o8i7kg1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn6j9ciiufhkp0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m8b99d7et880000000000.jpg","https://photos.zillowstatic.com/p_f/IS7qzm72f44git0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsanrfhfmq880000000000.jpg","https://photos.zillowstatic.com/p_f/ISnycz9mlnun880000000000.jpg","https://photos.zillowstatic.com/p_f/ISblm8psrg0nlp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjff9rf3o26dx1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj36aoq49kpop1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbpp9v1vi49kp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf0hxtbem7kkp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrl9vzat6sky70000000000.jpg","https://photos.zillowstatic.com/p_f/ISznc9ty56rpkp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjf7jh4pyjny70000000000.jpg","https://photos.zillowstatic.com/p_f/ISvc5dh42zznet1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv0w9zcssntit1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjbscf1dmm4ft1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjrok7zvo8klp0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fkw6mn8splp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtnvjwwucvmp0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3500","https://www.zillow.com/homedetails/206-22nd-Ave-A-Seattle-WA-98122/2077766260_zpid/",
"Seattle",,,"WA","531 25th Ave S #2",,"98144","1",,"USD","Excelllent location in Seattle Central Area, very close to downtown,capitol hill. this is a small 4 plex . very quiet area with easy transportation access.

owner pays water /sewer/garbage. laundry room access is extra.","47.597152","350","-122.30031","https://maps.googleapis.com/maps/api/streetview?location=531+25th+Ave+S%2C+Seattle%2C+WA+98144&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=jgx1OqeulJcmkpgwdhY9pcwp0tk=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1250","https://www.zillow.com/homedetails/531-25th-Ave-S-2-Seattle-WA-98144/2078731469_zpid/",
"Seattle",,,"WA","1818 SW Orchard St",,"98106","1","2","USD","Beautiful updated 2 bedroom 1 bathroom home with a great location to everything to include shopping, recreation, transportation, and freeways. Open and bright layout with plenty of natural light. Large front porch and patio make this home a joy both inside and out. Spacious living room with gas fireplace. Pets considered on a case by case basis with a 35lb weight limit. Contact for showing. Mask mask are required for all showings!

Tenant responsible for all utilities
Washer and Dryer hookup only (Machines not provided)","47.538626","960","-122.358028","https://photos.zillowstatic.com/p_f/ISnic4hh1l2siz0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhnim0mu4n1d1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3bl64uhmwp1d1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4julndeos1d1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnygi3h96gv1d1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfse6la5y7y1d1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7mcu241qz02d1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfaikxwhr32d1000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9862rs9j62d1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj36ujko1b92d1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx3i1ekt2c2d1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3r16j7glue2d1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7eyty20s7gce1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2200","https://www.zillow.com/homedetails/1818-SW-Orchard-St-Seattle-WA-98106/48875269_zpid/","1947"
"Seattle",,,"WA","5701 Wilson Ave S APT 17",,"98118","1","2","USD","Come visit our beautiful newly renovated building at 5701Wilson Ave South, 
featuring stylish apartments located in a great Seward Park neighborhood! Perfect for entertaining and inviting to come home to!
Presently available, we have a fully renovated, two bedroom one bath featuring all new appliances, new stone counter tops, new flooring, all new lighting, free high speed wi-fi, covered porches with outside dining, free off street parking, secured private mail and drop off room, commercial laundry on premises. 

Professionally designed and maintained landscaping. You will be overlooking Lake Washington just steps away from Seward Park home to over 277 acres of park and trails. Located only 6 minutes away from the Light Rail you will have easy access to all of Seattle. 

Cut and paste link below to tour:

Now showing, available October 1st. Call, text or email for viewing appointment. contact info below.

Tennant responsible for electric, water, sewer, garbage, prorated.","47.550939","650","-122.265832","https://photos.zillowstatic.com/p_f/ISbtk087db3z9b1000000000.jpg","https://photos.zillowstatic.com/p_f/ISr1exklb8gqya1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3j7x12zjryya1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjbskhs5z5iza1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfghwxvku0wza1000000000.jpg","https://photos.zillowstatic.com/p_f/ISz3d8xicek10b1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1695","https://www.zillow.com/homedetails/5701-Wilson-Ave-S-APT-17-Seattle-WA-98118/2117630377_zpid/",
"Seattle",,,"WA","3421 60th Ave SW",,"98116","1","2","USD","Light and bright Alki home in a fabulous neighborhood filled with families, retired folks, and working couples. Lovely tree top view with peek a boo mountain and sound views.

5 minutes to beach, 1 block from bus, 4 blocks from water taxi shuttle
Laundry in basement.
Gas fireplace.
Great in home storage and a 200 square foot garage to store all your outdoor gear. Garden space to grow your own veggies.
Propane firepit and grill available for use. 

Owner is retaining basement for storage and occasional overnight use. (We live in Skagit Valley). There is a door between the upstairs and downstairs that tenant can lock.

Security deposit = Refundable Damage Deposit of $1000 and Last month's rent of $2300 and Refundable cleaning fee of $200

Tenant is responsible for all utilities. Water sewer garbage has been around $225 for two months paid every other month, Electricity is roughly $75 a month paid every two months, natural gas is $25 to $75 a month billed monthly. We are happy to split the cost of internet at $55 a month or you can source your own.
No pets
One year lease with option to renew","47.573414","1000","-122.409886","https://photos.zillowstatic.com/p_f/IS3jvjfy2k4kc70000000000.jpg","https://photos.zillowstatic.com/p_f/ISbd06e2e36xbf1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzj517xystqf80000000000.jpg","https://photos.zillowstatic.com/p_f/ISzbn5czoqsdcf1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7y1usjhxs6u70000000000.jpg","https://photos.zillowstatic.com/p_f/ISv0whdp5np2cf1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvggcjfpc50jf1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4bc2ecnmtg80000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3yb0bna9ah80000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8nnge264oh80000000000.jpg","https://photos.zillowstatic.com/p_f/ISnqmh8aoc7qu70000000000.jpg","https://photos.zillowstatic.com/p_f/ISbdczwhh1z1i80000000000.jpg","https://photos.zillowstatic.com/p_f/ISrl5ozi480ejf1000000000.jpg","https://photos.zillowstatic.com/p_f/ISr5xmc8ogdli80000000000.jpg","https://photos.zillowstatic.com/p_f/IS7y9c0wcog8jf1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzr70ip8g8bjf1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjvbtod3824v70000000000.jpg","https://photos.zillowstatic.com/p_f/IS7yhasyuvr4j80000000000.jpg","https://photos.zillowstatic.com/p_f/ISnq2y7p1b6oj80000000000.jpg","https://photos.zillowstatic.com/p_f/IS3jnlnf8qk7k80000000000.jpg","https://photos.zillowstatic.com/p_f/IS7itctwunb7u01000000000.jpg","https://photos.zillowstatic.com/p_f/IS7qndcqxuxyc31000000000.jpg","https://photos.zillowstatic.com/p_f/ISzjl1ujtmp1d31000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdjpbdpeh4d31000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2300","https://www.zillow.com/homedetails/3421-60th-Ave-SW-Seattle-WA-98116/48990764_zpid/","1938"
"Seattle",,,"WA","319 Maynard Ave S #103-204-20",,"98104","1","1","USD","Located in Seattle's Historic International District that's a 5 minute walk to T-Mobile Field and Century Link Stadium. The delicacies of international food, and hip bars is a stone's throw away. Minutes away from the ferries, waterfront, aquarium, museums, Space Needle, and the list goes on
 Complete with wood floors, stackable washer/dryer, range oven, refrigerator, dishwasher, garbage disposal, and TONS OF NATURAL LIGHT!

Major bus stop in front of the building. Bus, streetcar, and Light Rail station are less than 2 blocks away.

Most units have hard wood floors and trim molding. We are a pet friendly community with no weight restrictions - sorry breed restriction applies.

2 Bdrm Loft * 775sft - $1,800 (FRESH REMODEL)
1 Bdrm Loft * 650sft - $1,600
1 Bdrm * 66o sft - $1,500

*NOTE* PICS INCLUDE OTHER LIKE UNITS.

Cross the street (or alley) to experience a variety of great dining. With a Walk Score of 98 and a Transit Score of 100, you are sure to be in the thick of things. Conveniently located on the NW corner of South Jackson Street & Maynard Avenue South, puts you a few blocks from Safeco Field, Century Link Stadium, Link Light Rail Station, Ferry Terminal, and Downtown Seattle. This loft has tons of natural light and a clear view of Seattle's Historic International District.

Water & Sewer: $40 PP/Monthly
Trash: Clear Alley Program Trash Bags @ $4.75 each
Recycle: Free bag per each purchased trash bag
Electricity: Tenant responsible - Seattle City Light
Cable: Tenant responsible - WAVE Broadband","47.599399","660","-122.325201","https://photos.zillowstatic.com/p_f/IS3jfjo0dtu5y60000000000.jpg","https://photos.zillowstatic.com/p_f/ISnmjowhwk27cl1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfghcebscu9cl1000000000.jpg","https://photos.zillowstatic.com/p_f/ISz3dodyjwdfcl1000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8nrvs2p9dqt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbl6wsap6nlr80000000000.jpg","https://photos.zillowstatic.com/p_f/ISzbza4imljkrs1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjzum35e53qrs1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjz6o48au55410000000000.jpg","https://photos.zillowstatic.com/p_f/ISrps081g3gd310000000000.jpg","https://photos.zillowstatic.com/p_f/ISbt4cm16mx7410000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1500","https://www.zillow.com/homedetails/319-Maynard-Ave-S-103-204-20-Seattle-WA-98104/2077767069_zpid/","1985"
