"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","photos/61","photos/62","photos/63","photos/64","photos/65","photos/66","photos/67","photos/68","photos/69","photos/70","photos/71","photos/72","photos/73","photos/74","photos/75","photos/76","photos/77","photos/78","photos/79","photos/80","photos/81","photos/82","photos/83","photos/84","price","url","yearBuilt"
"San Francisco",,,"CA","1453 48th Ave",,"94122","1","2","USD","LOCATION: 1453 48th Avenue @ Judah (the Sunset)

FEATURES:
 Top floor remodeled view unit with large private deck overlooking Ocean Beach.
 The unit consists of a living room, dining area, kitchen, two bedrooms, and full bath.
 Incredible location nestled between Ocean Beach and the end of Golden Gate Park.
 One block to the beach, block to the N Judah, and bordering the hot Judah corridor.
 Completely remodeled including newly refinished hardwood floors, new light fixtures, new blinds, and completely repainted.
 Living room has a sliding glass door that opens to a large deck with a bird's eye view of the neighborhood.
 Open dining area between the living room and the kitchen.
 Kitchen has been remodeled with granite countertops, custom cabinets, and stainless steel appliances.
 Stainless steel appliances include a stove, full sized refrigerator, dishwasher, and disposal.
 Back bedroom faces the deck and has a view.
 Both bedrooms have double wide closets with sliding doors.
 Full bathroom has been remodeled with new tile and fixtures and includes a full size tub and shower stall.
 Vinyl double pane windows.
 Laundromat/dry cleaner directly across the street.
 Garage parking with electric remote.

DETAILS:
Rent: $3,950 month
Utilities: water and garbage paid by owner
Smoking Policy: no smoking allowed
Lease Term: one year lease required
Pet Policy: no pets allowed

Please email this post if you have any questions or would like to view the unit.

Contact: Icon Real Estate Inc. Broker DRE #01912984

For more listings and to find out more about our services:","37.759247",,"-122.50832","https://photos.zillowstatic.com/p_f/ISfghojr9l5y4v1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzjxuo4lu41cv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9wcr1zaaqjv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdvi6ygmw3cv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3u09vu22tjv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj7t6orceo6cv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbxroqoqutvjv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb1ru5l86g9cv1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3voine4y7ccv1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3rpc8immlyjv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvom6580qzecv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnikum1whrhcv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcii4vr9jkcv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvkn0qbied1kv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnelo75e654kv1000000000.jpg","https://photos.zillowstatic.com/p_f/IS76g6mon1bncv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8jcpy9yw6kv1000000000.jpg","https://photos.zillowstatic.com/p_f/IS72h07s5qo9kv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzveool1igckv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcq8mkyqi1pv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzdu3ijt2qcv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrpcc6fx98fkv1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4500","https://www.zillow.com/homedetails/1453-48th-Ave-San-Francisco-CA-94122/2077763706_zpid/",
"San Francisco",,,"CA","2839 Taraval St",,"94116","1","2","USD","2 Bedroom 1 Bathroom beach flat in the Sunset District. Master Bedroom features a walk in closet. Plenty of storage throughout the unit (3 hallway closets.) 1 Garage parking space for the unit. Tons of natural light! 10 minute walk to Ocean Beach. Patio attached to master bedroom. Shared Backyard Access. Looking for new tenants ASAP. Available 10/1.

Utilities not included","37.741876",,"-122.49674","https://photos.zillowstatic.com/p_f/IS76o4u7hh7k820000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9shgpc652h30000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3q5yi8yw4h30000000000.jpg","https://photos.zillowstatic.com/p_f/ISbxntfc4qo7h30000000000.jpg","https://photos.zillowstatic.com/p_f/IS3rlhx50igah30000000000.jpg","https://photos.zillowstatic.com/p_f/ISvkj5fzv98dh30000000000.jpg","https://photos.zillowstatic.com/p_f/ISnehtwsr10gh30000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8fhemntrih30000000000.jpg","https://photos.zillowstatic.com/p_f/IS72d5wfjljlh30000000000.jpg","https://photos.zillowstatic.com/p_f/ISzvatd9fdboh30000000000.jpg","https://photos.zillowstatic.com/p_f/ISrp8hv2b53rh30000000000.jpg","https://photos.zillowstatic.com/p_f/ISjj65dw6xuth30000000000.jpg","https://photos.zillowstatic.com/p_f/ISbd4tup2pmwh30000000000.jpg","https://photos.zillowstatic.com/p_f/IS372hcjygezh30000000000.jpg","https://photos.zillowstatic.com/p_f/ISv005ucu862i30000000000.jpg","https://photos.zillowstatic.com/p_f/ISnuxsb6q0y4i30000000000.jpg","https://photos.zillowstatic.com/p_f/ISfovgtzlsp7i30000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2950","https://www.zillow.com/homedetails/2839-Taraval-St-San-Francisco-CA-94116/2098732003_zpid/",
"San Francisco",,,"CA","825 La Playa St APT 427","Ocean Beach Condominiums","94121","1","1","USD","TOP FLOOR (4 stories) condo 1 min from Ocean Beach, with ocean views and private balcony. Rent INCLUDES Hot and cold water, garage, 1 garage parking spot with camera surveillance, 1 indoor guest pass for parking spot, gym, art room, and personal storage!

1 year Lease to start October 22, 2020, with option to extend after.","37.772707","850","-122.510419","https://photos.zillowstatic.com/p_f/ISrx65rg9yawya0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrt7zbkrmoi6b0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjn5ntdnegl6b0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbh3bb7j68o6b0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3b1zs0fyzq6b0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4zmauaqrt6b0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnywasn6ijw6b0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsuy9h2abz6b0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7msmray1327b0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfqa94utu47b0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9oyqxplm77b0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3599","https://www.zillow.com/homedetails/825-La-Playa-St-APT-427-San-Francisco-CA-94121/15100724_zpid/","1983"
"San Francisco",,,"CA","1871 46th Ave #A",,"94122","1","1","USD","Outer Sunset 1BR/1BA in-law has been newly, fully remodeled. It's off-street, facing the building's yard. Large living room has inset lights, sliding glass doors to the deck, and a two-seat breakfast bar. Kitchen is semi-open to the living room. It has a lot of cabinets, refrigerator, marble counters and vent fan. Bedroom closet is accessed next to the bath. Bath is standard, has shower-over-tub with sliding glass doors. Large deck spans the width of the home.","37.751638",,"-122.505643","https://photos.zillowstatic.com/p_f/ISvggo4o3o9x5c1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv04kgnqftgbc1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnu18ygm7ljbc1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnaecmhzf106c1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfozvfaizcmbc1000000000.jpg","https://photos.zillowstatic.com/p_f/ISf4c04bv7t26c1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7ixjx3er4pbc1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7y9ol4rzk56c1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzr7c3ymrc86c1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvchiprlcnjdc1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrl50lrij4b6c1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1900","https://www.zillow.com/homedetails/1871-46th-Ave-A-San-Francisco-CA-94122/2078935432_zpid/","1946"
"San Francisco",,,"CA","1291 43rd Ave",,"94122","1","2","USD","Welcome to ""La Playa"", San Francisco's own beach community. The S.F. Chronicle called it San Francisco's secret gem, waiting to be polished. Our spacious 1200+ sq. ft., sunny, top floor, 2 bedroom apartment features hardwood floors, and a new kitchen with maple cabinets, quartz countertops, and stainless appliances. This rental also includes your own washer/dryer and garage parking. Enjoy panoramic ocean views and stunning sunsets from the living room, dining room, and kitchen. The apartment offers an open floor plan surrounded by picture windows that fill the area with an abundance of light. Walk to Ocean Beach, Judah Street ""La Playa"" shops and restaurants, Golden Gate Park, and the Cliff House. 

Public transportation is a breeze with access to the N Judah light rail, and Muni bus lines 18, 28, 29, and 71 offering easy transit to High Tech/Biotech Shuttle Stops, Downtown S.F., UCSF, SFSU, Stonestown Mall, VA Med Ctr., and Cal Pac Med Ctr. Easy access to both 101 & 280 Freeways.

We are located at 1291 43rd Avenue at Irving Street. Please email to this ad to schedule a viewing. Tenant pays all utilities.

On your scheduled viewing appointment, please bring:
1. Your completed application
2. Current credit reports with FICO score
3. Verification of employment (i.e. pay stub or letter from employer)
4. A photo copy of your driver's license

I look forward to meeting you.

Tenant pays all utilities.","37.762597","1200","-122.503034","https://photos.zillowstatic.com/p_f/ISivna6gipdr4m1000000000.jpg","https://photos.zillowstatic.com/p_f/ISyvivo1hzhr8m1000000000.jpg","https://photos.zillowstatic.com/p_f/ISqpgj6vcr9u8m1000000000.jpg","https://photos.zillowstatic.com/p_f/ISije7oo8j1x8m1000000000.jpg","https://photos.zillowstatic.com/p_f/ISadcv5i4btz8m1000000000.jpg","https://photos.zillowstatic.com/p_f/IS27ajnb03l29m1000000000.jpg","https://photos.zillowstatic.com/p_f/ISu08755wuc59m1000000000.jpg","https://photos.zillowstatic.com/p_f/ISmu5vmyrm489m1000000000.jpg","https://photos.zillowstatic.com/p_f/ISeo3j4snewa9m1000000000.jpg","https://photos.zillowstatic.com/p_f/IS2rtf1qfy807h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISukr3jjbq037h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISmamu1cql2x9m1000000000.jpg","https://photos.zillowstatic.com/p_f/ISe4kij5mduz9m1000000000.jpg","https://photos.zillowstatic.com/p_f/IS6yh61zh5m2am1000000000.jpg","https://photos.zillowstatic.com/p_f/ISmepr0d7is57h0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3600","https://www.zillow.com/homedetails/1291-43rd-Ave-San-Francisco-CA-94122/2091317047_zpid/",
"San Francisco",,,"CA","2342 38th Ave",,"94116","1","2","USD","Outer Parkside/Sunset: Single Family Home w/ 2 Bedrooms + Large Sunroom, Garage & Yard - **We are conducting in-person tours, Zoom/FaceTime tours, and we have a video walkthrough of the actual house. Contact us for the link if you don't see the video here
 

This lovely Marina style single family home in Outer Parkside features:

- 2 spacious bedrooms plus a large SUNROOM that is perfect for an office, nursery or family room 
- elegant living room and formal dining room 
- original stained wood trim around the bay windows 
- decorative brick fireplace flanked by built-in bookcases behind glass doors 
- spacious closets with built-in organizers 
- well maintained throughout 
- hardwood floors 
- double pane windows 
- recessed lights 
- new interior and exterior paint 
- gas range, dishwasher and refrigerator are all stainless steel 
- plenty of cabinets, 2 pantries and a cozy breakfast nook 
- split bath with shower over tub 
- washer and dryer in garage 
- two-car tandem garage 
- full unfinished basement could be used as a gym, storage, workshop, hobbies, etc.... the options are endless! 
- newly landscaped paved backyard with planting areas equipped with automatic sprinklers 
- fantastic location off Taraval Street is convenient to shopping, restaurants and transportation 
- tenant pays all utilities 
- minimum 12 month lease 
- non-smoking unit 
- square footage is approximate 

**We are conducting in-person tours and Zoom/FaceTime tours! Contact us to book a tour today
 

SF City Rents? 
DRE# 01182457 (please don't use the DRE# to request a showing; instead provide the property address: 2342 38th Ave.)

(RLNE6112873)","37.743203","1600","-122.495793","https://photos.zillowstatic.com/p_f/ISr5ha0ulygk9a0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjzeyhnhq8n9a0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbtcmzgdi0q9a0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3naaha9ass9a0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvg8yy352kv9a0000000000.jpg","https://photos.zillowstatic.com/p_f/ISna6mgx0uby9a0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf44ayqwl31aa0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7y1yfksdv3aa0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrzlxdo5n6aa0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrlx9f7kxe9aa0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjfvxw0gp6caa0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9tleubhyeaa0000000000.jpg","https://photos.zillowstatic.com/p_f/IS33r9wn79qhaa0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvwoxdh31ikaa0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnqmlvazs9naa0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfkk9d4vk1qaa0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7eixuxqctsaa0000000000.jpg","https://photos.zillowstatic.com/p_f/ISz7glcrm4lvaa0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr1e9ukiwcyaa0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjvbxbeeo41ba0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbp9lt7agw3ba0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3j79b168o6ba0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvc5xsu10g9ba0000000000.jpg","https://photos.zillowstatic.com/p_f/ISn63laoxr7cba0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf019shtjzeba0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4250","https://www.zillow.com/homedetails/2342-38th-Ave-San-Francisco-CA-94116/15120978_zpid/","1926"
"San Francisco",,,"CA","3201 Taraval St #4",,"94116","1","1","USD","One Bedroom One Bath Apartment available for rent in popular Outer Sunset. Newly remodeled kitchen and bathroom with refinished hardwood floors. Good size Living Room and Bedroom with dedicated parking space. Steps from L Taraval Line, Restaurants, Coffee Shops and Walgreens. Tenant pays for PG&E and water.

1 Year- Landlord pays Garbage","37.74171","550","-122.500492","https://photos.zillowstatic.com/p_f/ISv47177o54dk80000000000.jpg","https://photos.zillowstatic.com/p_f/ISny4po0kxvfk80000000000.jpg","https://photos.zillowstatic.com/p_f/ISfs2d6ufpnik80000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m01onbhflk80000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfyo5h797ok80000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2295","https://www.zillow.com/homedetails/3201-Taraval-St-4-San-Francisco-CA-94116/2077785672_zpid/",
"San Francisco",,,"CA","1323 47th Ave #3",,"94122","1","2","USD","2 bedrooms, 1 bath with Skylights in living room in Outer Sunset Dist., Section 8 OK, cats & small dogs OK 2 bedrooms, 1 bath with skylights in living room, 2 blocks from Golden Gate Park, 2 blocks to Ocean Beach, half block to N Judah Street car, near Veteran Administration Hospital, Cliff House, near public transportations, shops For more properties like this visit GoSection8.com.","37.761738","800","-122.507423","https://photos.zillowstatic.com/p_f/IS7a7qm8uyk0fx1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2w8tbm4hslx1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfwtwa5iw8vlx1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7qrksydo0ylx1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3200","https://www.zillow.com/homedetails/1323-47th-Ave-3-San-Francisco-CA-94122/2077788223_zpid/","1955"
"San Francisco",,,"CA","4636 Cabrillo St #A",,"94121","1","1","USD","Nice and cozy 1 bedroom Inlaw with private separate entrance.

Great neighborhood, near restaurants, shops, Ocean Beach, Golden Gate Park,
Safeway and etc...
Convenient location with multiple bus lines: 5, 18, (31, 31AX when avail)
Easy commute/bus ride to USF, SFSU or Downtown.

Features:
 Separate entry
 Dining/living room
 1 bedroom with closet
 No formal kitchen
 Coin operated laundry on premises
 Easy Street parking

Available now.
One-year lease.
Credit report with credit score and income verification required.
No pets, no smoking.
Utilities paid by tenant.
First month rent $1780 + security deposit $2000.

Please email your contact to schedule an appointment.

Outer Richmond district

Tenant responsible for gas, electric and water.","37.773518",,"-122.508593","https://photos.zillowstatic.com/p_f/IS3bhjv0exi9381000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4f7du9pac381000000000.jpg","https://photos.zillowstatic.com/p_f/IS7qnt8msa7wk81000000000.jpg","https://photos.zillowstatic.com/p_f/ISrxmpdcaxod2m0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1780","https://www.zillow.com/homedetails/4636-Cabrillo-St-A-San-Francisco-CA-94121/2077790120_zpid/",
"San Francisco",,,"CA","2412 28th Ave #2",,"94116","1","1","USD","Please contact agent to schedule a showing or with any questions. Thank you!

For rent: 2412 28th Ave. #2

Top floor apartment. Remodeled kitchen with new cabinets, stone countertops, and new appliances including a gas range.

Apartment has new windows, carpets, and has been painted, cleaned, and is ready for move in.

- $2250 /mo. rent - $2500 security deposit - 1 year lease
- tenant pays own gas and electricity
- no pets - no smoking in unit

Agent: Jacob Klestoff, DRE#: 01883910
Office: West & Praszker Realtors

tenant pays pg&e","37.742312",,"-122.485092","https://photos.zillowstatic.com/p_f/ISb99y65ystpkf1000000000.jpg","https://photos.zillowstatic.com/p_f/IS337moytklskf1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3v0kcgngdknf1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvw4a6spcdvkf1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvoy7u9j85nnf1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnq2ynll45ykf1000000000.jpg","https://photos.zillowstatic.com/p_f/ISniwvb3f0xpnf1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfk0m5fhww0lf1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2250","https://www.zillow.com/homedetails/2412-28th-Ave-2-San-Francisco-CA-94116/2077794070_zpid/",
